"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",0.75,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,Guantupi River,0.75,U.K.,3.0,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",0.72,U.K.,3.25,Trinitario,Madagascar
Pump Street Bakery,Guantupi River,0.85,U.K.,2.75,Forastero (Nacional),Ecuador
Pura Delizia,Venezuela,0.73,Italy,2.75, ,Venezuela
Q Chocolate,Brazil,0.75,Brazil,3.25, ,Brazil
Q Chocolate,Brazil,0.85,Brazil,3.5, ,Brazil
Q Chocolate,Brazil,0.55,Brazil,2.75, ,Brazil
Q Chocolate,Brazil,0.8,Brazil,3.25, ,Brazil
Q Chocolate,Brazil,0.6,Brazil,3.0, ,Brazil
Q Chocolate,Brazil,0.65,Brazil,3.25, ,Brazil
Quetzalli (Wolter),"Mexico, Lot 28022016",0.7,Mexico,2.75,Criollo,Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",0.74,Mexico,3.0,Trinitario,Mexico
Raaka,Amazon Basin Blend,0.7,U.S.A.,3.0, ,"Peru(SMartin,Pangoa,nacional)"
Raaka,Virunga,0.75,U.S.A.,2.75,Forastero,Congo
Raaka,Madagascar,0.75,U.S.A.,3.25,Trinitario,Madagascar
Raaka,La Red,0.85,U.S.A.,3.5, ,Dominican Republic
Rain Republic,Suchitepequez E.,0.7,Guatemala,2.75, ,Guatemala
Rancho San Jacinto,Ecuador,0.75,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
Ranger,"San Martin, Batch 2",0.7,U.S.A.,2.5, ,Peru
Ranger,"Chulucanas, Batch 1",0.8,U.S.A.,3.25, ,Peru
Ranger,"Tumbes, Batch 2",0.73,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,0.75,France,3.25,Criollo,Peru
Raw Cocoa,Raw,0.7,Poland,2.5,Criollo, 
Republica del Cacao (aka Confecta),Esmeraldas,0.75,Ecuador,3.25, ,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",0.75,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,0.75,Ecuador,3.0,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,0.67,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Los Rios,0.75,Ecuador,3.75,Forastero (Arriba),Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",0.75,U.S.A.,3.75, ,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",0.85,U.S.A.,3.5, ,Ecuador
Ritual,"Mid Mountain, 2014",0.7,U.S.A.,3.5,Blend, 
Ritual,"Toledo District, Maya",0.75,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon, Cajamarca",0.75,U.S.A.,3.0,Forastero (Nacional),Peru
Ritual,Sambirano,0.75,U.S.A.,4.0,Trinitario,Madagascar
Ritual,"Camino Verde P., 2012, Balao, Guayas",0.75,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Gran Couva,0.75,U.S.A.,3.5,Trinitario,Trinidad
Ritual,Costa Rica,0.75,U.S.A.,3.5, ,Costa Rica
Roasting Masters,"La Dorado, light roast",0.7,South Korea,3.25, ,Costa Rica
Roasting Masters,"Tapanti, light roast",0.7,South Korea,3.25, ,Costa Rica
Roasting Masters,Maleku,0.7,South Korea,3.25, ,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,0.75,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,0.68,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",0.66,U.K.,3.5,Trinitario,Grenada
Rogue,"La Masica, Batch 1, FHIA Research Center",0.75,U.S.A.,3.75, ,Honduras
Rogue,"Caranero, Choc. Garage Exclusive",0.7,U.S.A.,3.75, ,Venezuela
Rogue,"Tranquilidad, Batch 1",0.75,U.S.A.,3.25, ,Bolivia
Rogue,Porcelana,0.8,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Akessons Estate, Sambirano, 2013",0.7,U.S.A.,3.5,Trinitario,Madagascar
Rogue,"Hispaniola, 2013",0.7,U.S.A.,3.5, ,Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",0.75,U.S.A.,4.0, ,Bolivia
Rogue,"Bachelor's Hall E., St. Thomas Parish",0.75,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Camino Verde P., Balao, Guayas",0.75,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre, Batch 1, 2011",0.75,U.S.A.,3.0,Criollo,Bolivia
Rogue,Piura,0.75,U.S.A.,3.75, ,Peru
Rogue,Rio Caribe,0.7,U.S.A.,3.5,Trinitario,Venezuela
Rogue,"Hispaniola, 2008",0.7,U.S.A.,2.75, ,Dominican Republic
Rogue,Jamaica,0.7,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano, 2008",0.7,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,0.7,U.S.A.,3.0,Trinitario,Trinidad
Rozsavolgyi,Sur del Lago,0.84,Hungary,2.5, ,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",0.76,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",0.72,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Carenero Superior,0.73,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,Porcelana,0.71,Hungary,2.5, ,Venezuela
Rozsavolgyi,"Aragua, Trincheras",0.7,Hungary,3.5, ,Venezuela
Rozsavolgyi,Principe,0.77,Hungary,2.75,Forastero,Principe
S.A.I.D.,Malgascio,0.64,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,100 percent,1.0,Italy,1.5, , 
S.A.I.D.,Samana,0.7,Italy,3.0, ,Dominican Republic
S.A.I.D.,Arawak,0.72,Italy,3.5, ,Carribean
S.A.I.D.,Latino,0.72,Italy,3.5, , 
Sacred,Midnight,0.83,U.S.A.,2.75, ,Central and S. America
Sacred,Twilight,0.69,U.S.A.,3.25, ,Central and S. America
Salgado,Bahia Superior,0.7,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,0.7,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Carenero Superior,0.7,Argentina,3.5,Trinitario,Venezuela
Salgado,Rio Arriba,0.7,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Santander (Compania Nacional),Colombian 2008,0.75,Colombia,2.75,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian w/ nibs,0.7,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,0.53,Colombia,2.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,0.65,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Dark,0.7,Colombia,4.0,Forastero (Nacional),Colombia
Santome,Sao Tome,0.7,France,2.75,Forastero,Sao Tome
Scharffen Berger,San Juan de Cheni,0.78,U.S.A.,4.0, ,Peru
Scharffen Berger,Markham Valley,0.68,U.S.A.,3.75, ,Papua New Guinea
Scharffen Berger,Camahogne,0.68,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,0.65,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
Scharffen Berger,Tome Acu,0.68,U.S.A.,3.75, ,Brazil
Scharffen Berger,Asante,0.65,U.S.A.,4.0,Forastero,Ghana
Scharffen Berger,Ben Tre,0.72,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Finisterra,0.72,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,0.72,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Nibby,0.62,U.S.A.,3.0, , 
Scharffen Berger,Cuyagua,0.75,U.S.A.,3.75, ,Venezuela
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),0.75,U.S.A.,3.0,Blend,Carribean
Scharffen Berger,Extra Dark,0.82,U.S.A.,2.0, , 
Scharffen Berger,Bittersweet,0.7,U.S.A.,3.5,Blend, 
Scharffen Berger,Kumasi Sambirano,0.68,U.S.A.,2.0,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,0.7,U.S.A.,2.0,Trinitario,Jamaica
Scharffen Berger,Semisweet,0.62,U.S.A.,3.0,Blend, 
Seaforth,Dominican Republic,0.7,U.K.,2.75, ,Domincan Republic
Seaforth,Grenada,0.7,U.K.,2.75, ,Grenada
Shark Mountain,Jamaica,0.72,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,0.73,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,0.77,U.S.A.,2.75,Criollo,Venezuela
Shark Mountain,ROIG,0.74,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Ecuador,0.75,U.S.A.,3.0,Trinitario,Ecuador
Shark Mountain,"Belize, 2013",0.72,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark's,Hilo,0.73,U.S.A.,2.0, ,Hawaii
Shark's,"Hilo, w/ added cocoa butter",0.73,U.S.A.,2.5, ,Hawaii
Shattel,Tingo Maria,0.7,Peru,3.25, ,Peru
Shattell,Porcelana,0.75,Peru,3.5,Criollo,Peru
Sibu,Oro,0.82,Costa Rica,3.25, ,Costa Rica
Sibu,Oscuro,0.7,Costa Rica,3.5, ,Costa Rica
Sibu Sura,Peru,0.7,U.S.A.,2.5, ,Peru
Silvio Bessone,Maya Belize,0.67,Italy,3.0,Criollo,Belize
Silvio Bessone,"Trintade, Sao Tome",0.65,Italy,3.25,Forastero,Sao Tome
Silvio Bessone,"Bahia, Scavina",0.6,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",0.68,Italy,3.0,"Criollo, Trinitario",Colombia
Sirene,Wild Bolivia,0.73,Canada,3.5, ,Bolivia
Sirene,Kokoa Kamili Coop,0.73,Canada,3.5, ,Tanzania
Sirene,"Esmeraldas, Salazar Farm",0.73,Canada,3.75, ,Ecuador
Sirene,"Somia Plantation, 2012",1.0,Canada,3.0,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",1.0,Canada,3.0, ,Ecuador
Sirene,Lachua w/ cane sugar,0.73,Canada,3.0, ,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",0.73,Canada,3.25, ,Guatemala
Sirene,Pisa,0.73,Canada,3.25, ,Haiti
Sirene,"Somia Plantation, 2012",0.67,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",0.73,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas",0.73,Canada,3.75, ,Ecuador
Sjolinds,Ghana,0.7,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,0.72,U.S.A.,3.0, ,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",0.7,Australia,3.5, ,Dominican Republic
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",0.7,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",0.7,Australia,4.0,Criollo,Ecuador
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",0.7,Australia,3.75, ,Belize
"Smooth Chocolator, The",Tien Giang,0.7,Australia,3.0,Trinitario,Vietnam
"Smooth Chocolator, The",Australia,0.67,Australia,3.75, ,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",0.7,Australia,3.25, ,Guatemala
"Smooth Chocolator, The",Akesson's Estate,0.65,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,0.7,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,0.67,Australia,3.75, ,Tanzania
"Smooth Chocolator, The",San Juan Estate,0.7,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The",Camino Verde,0.72,Australia,4.0, ,Ecuador
"Smooth Chocolator, The",Bolivia,0.72,Australia,2.75, ,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",0.65,Australia,3.5, ,Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",0.67,Australia,3.0,Forastero (Nacional),Peru
"Smooth Chocolator, The","Chuao, batch 3",0.7,Australia,3.75,Trinitario,Venezuela
Snake & Butterfly,Ghana,0.67,U.S.A.,1.5,Forastero,Ghana
Snake & Butterfly,Madagascar,0.68,U.S.A.,3.0,Trinitario,Madagascar
Snake & Butterfly,Ecuador,0.68,U.S.A.,3.25, ,Ecuador
Sol Cacao,"Ecuador, Batch 1",0.7,U.S.A.,3.5, ,Ecuador
Sol Cacao,Madagascar,0.72,U.S.A.,3.0,Trinitario,Madagascar
Solkiki,"Maranon, Fortunato No. 4",0.68,U.K.,2.75,Forastero (Nacional),Peru
Solkiki,"Castillo, Hispaniola, unroasted",0.85,U.K.,2.75, ,Domincan Republic
Solomons Gold,Solomon Island,0.7,New Zealand,3.25, ,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,0.75,New Zealand,3.25, ,Solomon Islands
Solstice,Bundibugyo,0.7,U.S.A.,3.0,"Forastero, Trinitario",Uganda
Solstice,Sambirano,0.7,U.S.A.,3.0,Trinitario,Madagascar
Solstice,Amazonas,0.7,U.S.A.,3.0, ,Venezuela
Solstice,Bolivia,0.7,U.S.A.,3.25, ,Bolivia
Solstice,San Martin,0.7,U.S.A.,3.25, ,Peru
Solstice,Wasatch,0.7,U.S.A.,3.5,Blend, 
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",0.62,Canada,3.5, ,Domincan Republic
Soma,"Sambirano Valley, Black Science, B-60307.0",0.7,Canada,3.5,Trinitario,Madagascar
Soma,"Bahia Black, batch bra50722.1",0.7,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",0.75,Canada,3.75, ,"Ven.,Ecu.,Peru,Nic."
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",0.7,Canada,3.75,Trinitario,Nicaragua
Soma,"Tien Giang, Black S., batch VIT60420.0",0.7,Canada,4.0,Trinitario,Vietnam
Soma,"Camino Verde, Black S., batch cvu6030.0",0.7,Canada,3.25, ,Ecuador
Soma,CSB Chama,0.7,Canada,3.5,Criollo,Venezuela
Soma,Porcelana,0.75,Canada,4.0, ,Venezuela
Soma,"La Tronca, Matagalpa",0.7,Canada,3.5, ,Nicaragua
Soma,Maranon Canyon,0.7,Canada,3.75,Forastero (Nacional),Peru
Soma,La Dalia,0.7,Canada,3.25,Trinitario,Nicaragua
Soma,"Camino Verde P., Balao, Guayas",0.8,Canada,3.5,Forastero (Nacional),Ecuador
Soma,"Espiritu Santo, 'Smoke Monster'",0.7,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Little Big Man,0.7,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"Rizek Cacao, Domin. Rep.",0.77,Canada,3.75,Trinitario,Dominican Republic
Soma,Java,0.7,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac, El Quinacho Co-op",0.7,Canada,2.75,Criollo,Peru
Soma,"Sangre Grande P., Trinidad",0.7,Canada,3.75,Trinitario,Trinidad
Soma,Chef's Blend,0.7,Canada,3.25, , 
Soma,Patanemo,0.7,Canada,3.75,Criollo,Venezuela
Soma,Crazy 88,0.88,Canada,4.0, ,"Guat., D.R., Peru, Mad., PNG"
Soma,"Maracaibo, El Vigia",0.7,Canada,4.0,Criollo,Venezuela
Soma,Equator,0.67,Canada,4.0, ,"Peru, Dom. Rep"
Soma,Orinoco,0.7,Canada,3.25,Forastero,Venezuela
Soma,"Bachelor's Hall E., St. Thomas Parish",0.7,Canada,4.0,Trinitario,Jamaica
Soma,Noula Coop,0.7,Canada,3.25, ,Haiti
Soma,O'ahu,0.7,Canada,3.75, ,Hawaii
Soma,"Dual Origins, Sambirano, Elvesia",0.7,Canada,4.0,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",0.7,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,0.7,Canada,3.5,Trinitario,Guatemala
Soma,Carenero Superior,0.7,Canada,3.75,Trinitario,Venezuela
Soma,Eastern Promises,0.7,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Papua New Guinea,0.85,Canada,3.5,Trinitario,Papua New Guinea
Soma,"Grenada, Black Science",0.7,Canada,2.75,Trinitario,Grenada
Soma,"Alto Beni, Wild Bolivian",0.7,Canada,3.5,Nacional,Bolivia
Soma,Peruvian,0.64,Canada,4.0, ,Peru
Soma,"Elvesia P., Black Science",0.7,Canada,3.75,Forastero,Dominican Republic
Soma,Chuao,0.7,Canada,3.5,Criollo,Venezuela
Soma,Black Science Blend 1,0.7,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
Soma,Hispaniola,0.7,Canada,3.0,Forastero,Dominican Republic
Soma,Africa,0.7,Canada,3.5,Forastero,Ghana
Soma,Conacado,0.7,Canada,3.0,Trinitario,Dominican Republic
Soma,Papua New Guinea,0.7,Canada,3.5,Trinitario,Papua New Guinea
Soma,Madagascar,0.7,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,0.7,Canada,3.75,Criollo,Venezuela
Somerville,Nicaragua,0.7,U.S.A.,3.25, ,Nicaragua
Somerville,"Hawaiian, Big Island",0.7,U.S.A.,3.5, ,Hawaii
Soul,Dominican Republic,0.7,Canada,3.25, ,Dominican Republic
Soul,Madagascar,0.7,Canada,3.5, ,Madagascar
Soul,Venezuela,0.75,Canada,3.5, ,Venezuela
Soul,Ecuador,0.75,Canada,3.25, ,Ecuador
Soul,Papua New Guinea,0.77,Canada,3.25, ,Papua New Guinea
Soul,Tanzania,0.8,Canada,3.5, ,Tanzania
Spagnvola,AgroCriso Plantation,0.7,U.S.A.,3.0, ,Dominican Republic
Spagnvola,AgroCriso Plantation,0.8,U.S.A.,3.0, ,Dominican Republic
Spagnvola,AgroCriso Plantation,0.75,U.S.A.,3.25, ,Dominican Republic
Spencer,Dominican Republic,0.7,U.S.A.,3.75, ,Dominican Republic
Spencer,Ecuador,0.7,U.S.A.,3.5, ,Ecuador
Spencer,Peru,0.7,U.S.A.,2.75, ,Peru
Spencer,"Dominican Republic, lot D82R",0.7,Australia,3.5, ,Domincan Republic
Spencer,"Ecuador, lot E432314L",0.7,Australia,3.75, ,Ecuador
Spencer,"Madagascar, lot M0403R",0.7,Australia,3.75, ,Madagascar
Spencer,Malekula Island,0.72,Australia,2.75,Trinitario,Vanuatu
Sprungli (Felchlin),Alto Beni,0.7,Switzerland,3.0,Criollo,Bolivia
SRSLY,Dominican Republic,0.7,U.S.A.,3.0, ,Dominican Republic
SRSLY,Dominican Republic,0.84,U.S.A.,2.25, ,Dominican Republic
Starchild,"Bolivar, Arriba",0.7,U.S.A.,3.0,Forastero (Nacional),Ecuador
Starchild,Hispaniola,0.7,U.S.A.,3.0, ,Domincan Republic
Starchild,Cacao Verapaz,0.7,U.S.A.,3.0, ,Guatemala
Starchild,Rio Tuma,0.7,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
Starchild,Sambirano Valley,0.7,U.S.A.,3.0,Trinitario,Madagascar
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",0.68,Switzerland,2.75,Trinitario,Brazil
Stella (aka Bernrain),India,0.72,Switzerland,3.25, ,India
Stone Grindz,"Ecuador, Midnight Dark",0.84,U.S.A.,3.5, ,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",0.7,U.S.A.,3.5, ,Ecuador
StRita Supreme,"Samar, East Visayas region",0.65,U.S.A.,2.5, ,Philippines
StRita Supreme,"Samar, East Visayas region",0.7,U.S.A.,2.5, ,Philippines
StRita Supreme,"Samar, East Visayas region",0.75,U.S.A.,2.75, ,Philippines
Sublime Origins,Sambirano,0.67,U.S.A.,2.75,Trinitario,Madagascar
Sublime Origins,Moho Valley,0.78,U.S.A.,3.25,Trinitario,Belize
Summerbird,Peru,0.61,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,0.71,Denmark,3.0,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,0.7,Venezuela,2.75, ,Venezuela
Suruca Chocolate,Venezuela,0.6,Venezuela,3.0, ,Venezuela
Svenska Kakaobolaget,Sri Lanka,0.7,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Nacional,0.7,Hungary,3.25, ,Ecuador
Szanto Tibor,Baracoa,0.88,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,Ambolikapiky,0.7,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Winak, Sumaco",0.7,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,"Ben Tre, Mekong Delta",0.7,Hungary,3.25,Trinitario,Vietnam
Szanto Tibor,"Fazenda Sempre Firme, Bahia",0.7,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Porcelana,0.7,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,Baracoa,0.7,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,"Autumn, Primary Harvest, 2012",0.7,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",0.7,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,0.7,Hungary,3.25, ,Nicaragua
Szanto Tibor,Santo Domingo,0.7,Hungary,3.25, ,Dominican Republic
Szanto Tibor,Millot Plantation,0.7,Hungary,3.25, ,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",0.7,Hungary,3.75, ,Peru
Szanto Tibor,Crudo,0.7,Hungary,3.0, ,Venezuela
Tabal,Costa Rica,0.7,U.S.A.,2.75, ,Costa Rica
Tabal,Dominican Republic,0.7,U.S.A.,2.75, ,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",0.7,U.S.A.,2.5, ,Mexico
Tabal,Peru,0.7,U.S.A.,3.0, ,Peru
Tablette (aka Vanillabeans),Colombia,0.7,Japan,3.0, ,Colombia
Tablette (aka Vanillabeans),Papua,0.62,Japan,3.25, ,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,0.6,Japan,3.25,Trinitario,Vietnam
Tablette (aka Vanillabeans),Trinidad,0.77,Japan,2.75,Trinitario,Trinidad
Tan Ban Skrati,"Paramaribo, batch 20160043-01",0.7,Suriname,3.25,Trinitario,Suriname
Taza,Belize,0.68,U.S.A.,3.0,Trinitario,Belize
Taza,Alto Beni,0.87,U.S.A.,3.25, ,Bolivia
Taza,Chiapan,0.75,U.S.A.,2.75, ,Mexico
Taza,"Dark, Stone Ground",0.7,U.S.A.,3.0, ,Dominican Republic
TCHO,West Africa,0.62,U.S.A.,2.0,Forastero,West Africa
TCHO,Peru- Ecuador,0.99,U.S.A.,3.25, ,"Peru, Ecuador"
TCHO,TCHOPro 60.5,0.6,U.S.A.,2.75, , 
TCHO,TCHOPro 68,0.68,U.S.A.,3.0, , 
TCHO,Chocolatey-beta,0.7,U.S.A.,2.5,Forastero,Ghana
TCHO,Fruity-beta,0.7,U.S.A.,2.5, ,Peru
TCHO,Citrus-beta,0.7,U.S.A.,2.75, ,Madagascar
TCHO,Nutty-beta,0.7,U.S.A.,2.5, ,Peru
Tejas,Concepcion,0.7,U.S.A.,2.75, ,Madagascar
Tejas,Bayou Blend,0.7,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG"
Tejas,Aranama,0.7,U.S.A.,3.0, ,Papua New Guinea
Tejas,Presidio,0.7,U.S.A.,3.5, ,Dominican Republic
Tejas,"La Bahia, w/ cane juice",0.7,U.S.A.,3.25, ,Ecuador
Tejas,Capistrano,0.7,U.S.A.,2.0, ,Peru
Tejas,"La Bahia, w/ cane sugar",0.7,U.S.A.,3.25, ,Ecuador
Tejas,San Jose,0.7,U.S.A.,2.75, ,Bolivia
Tejas,Capistrano*,0.7,U.S.A.,3.0, ,Madagascar
Tejas,Espada,0.7,U.S.A.,3.25, ,Mexico
Tejas,Espada,0.7,U.S.A.,2.75, ,Brazil
Tejas,Concepcion*,0.8,U.S.A.,3.0, ,Venezuela
Tejas,San Jose,0.67,U.S.A.,3.25, ,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",0.7,U.S.A.,3.5,Forastero (Parazinho),Brazil
Terroir,Peru,0.7,U.S.A.,2.75, ,Peru
Terroir,Belize,0.7,U.S.A.,3.75,Trinitario,Belize
Terroir,Madagascar,0.7,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Ecuador,0.7,U.S.A.,3.25, ,Ecuador
Terroir,Oko Caribe,0.7,U.S.A.,3.5, ,Domincan Republic
Terroir,Guatemala,0.7,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Ecuador,0.77,U.S.A.,3.25, ,Ecuador
Terroir,Madagascar,0.67,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,0.73,U.S.A.,3.75,Forastero,Uganda
The Barn,Peru,0.7,Sweden,3.0, ,Peru
Theo,Congo w/ nibs,0.65,U.S.A.,3.25,Forastero,Congo
Theo,Madagascar,0.65,U.S.A.,3.5,Trinitario,Madagascar
Theo,Ivory Coast,0.75,U.S.A.,2.5, ,Ivory Coast
Theo,"Ghana, Kumasi",0.84,U.S.A.,3.0,Forastero,Ghana
Theo,"Venezuela; Barinos, Merida, Tachron",0.91,U.S.A.,2.0,Blend,Venezuela
Theo,"Ghana, Panama, Ecuador",0.75,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador"
Theobroma,"Piura Select, Cacao Blanc",0.7,Japan,3.25, ,Peru
Timo A. Meyer,"Belize, med roast",0.72,Germany,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,0.81,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",0.7,France,4.0,Trinitario,Tobago
Tocoti,"Wild Bolivian, Jungle Love",0.77,U.S.A.,3.0,Criollo,Bolivia
Tocoti,Venezuela,0.72,U.S.A.,2.75, ,Venezuela
Tocoti,Dominican Republic,0.74,U.S.A.,3.0, ,Dominican Republic
Treehouse,Conacado,0.72,U.S.A.,3.0, ,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",0.72,Madagascar,3.5, ,Madagascar
twenty-four blackbirds,Oko Caribe,0.75,U.S.A.,2.75, ,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",0.75,U.S.A.,3.5, ,Ecuador
twenty-four blackbirds,Madagascar,0.75,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Dominican Republic,0.68,U.S.A.,3.25, ,Dominican Republic
twenty-four blackbirds,Palos Blancos,0.75,U.S.A.,2.5, ,Bolivia
twenty-four blackbirds,Dominican Republic,0.73,U.S.A.,2.75, ,Dominican Republic
Two Ravens,Peru,0.6,U.S.A.,3.0,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,0.63,France,3.75, ,Dominican Republic
Undone,Matagalpa,0.74,U.S.A.,2.75, ,Nicaragua
Undone,Nourish,0.7,U.S.A.,3.0, ,Dominican Republic
Upchurch,"Madagascar, Sassy Bar",0.72,U.S.A.,3.0,Trinitario,Madagascar
Upchurch,"Tanzania, Party Bar",0.72,U.S.A.,3.25, ,Tanzania
